佳话 佳言 佳話 好话 好事 好言 奇话 奇迹 奇事 传话 传言 传奇 神话 神話 神奇 话 佳
际遇 际缘 际逢 实遇 实际 实事 遭遇 遭缘 遭历 缘遇 缘喜 缘情 经遇 经历 经验 际 遇
境遇 境况 境受 遭遇 遭受 遭况 状遇 状况 状态 情况 情遇 情形 环遇 环境 环况 也 的
窘境 窘状 窘况 困境 困难 困局 境境 境况 境状 尴境 尴尬 尴窘 危境 危机 危难 境 窘
福祉 福利 福益 幸祉 幸福 幸运 利祉 利益 利福 褔祉 褔福 褔益 安祉 安全 安慰 福 祉
[UNK]眦 [UNK][UNK] [UNK]铢 眦眦 眦[UNK] 眦仇 回眦 回恩 回仇 三眦 三铢 三恩 要眦 要仇 要怨 眦 [UNK]
芥蒂 芥末 芥系 关系 关联 关蒂 矛盾 矛蒂 矛系 怨蒂 怨系 怨葛 缘分 缘蒂 缘系 芥 怨
殊荣 殊榮 殊奖 称荣 称号 称誉 荣誉 荣耀 荣荣 奖荣 奖项 奖誉 彰荣 彰奖 彰誉 奖 荣
褒贬 褒扬 褒谪 贬贬 贬褒 贬谪 评贬 评价 评判 夸贬 夸奖 夸誉 赞贬 赞扬 赞誉 贬 褒
谬误 谬论 谬议 错误 错言 错论 悖误 悖论 悖谬 荒误 荒谬 荒骗 诡误 诡异 诡论 吗 么
佳音 佳声 佳讯 良音 良机 良声 好音 好礼 好声 善音 善声 善讯 神音 神声 神讯 您 佳
景况 景态 景状 情况 情态 情形 状况 状态 状形 境况 境态 境界 形况 形态 形势 景 就
图景 图形 图型 方向 方案 方式 画面 画景 画图 情景 情况 情形 形势 形式 形象 图 logo
图景 图形 图型 画景 画面 画片 场景 场面 场地 景景 景色 景象 照景 照片 照样 图 景
底细 底子 底数 基细 基础 基数 情况 情节 情绪 根细 根据 根本 身份 身体 身分 底 心
概貌 概念 概况 规貌 规律 规念 形貌 形容 形式 范貌 范念 范围 状貌 状况 状态 概 貌
市面 市场 市上 世面 世场 世上 国面 国场 国内 网面 网络 网上 巿面 巿场 巿床 市 面
境地 境处 境界 地地 地位 地带 状态 状地 状况 环地 环境 环球 处地 处境 处置 境 [UNK]
征候 征兆 征状 时候 时间 时期 症状 症兆 症现 表现 表征 表象 现象 现状 现号 事 征
缘起 缘始 缘来 源起 源头 源来 起源 起因 起点 緣起 緣源 緣始 渊起 渊源 渊始 起 缘
托词 托辞 托义 借词 借口 借辞 代词 代辞 代价 押词 押辞 押语 造词 造辞 造物 托 词
掌上 掌握 掌对 学习 学的 学法 讲解 讲座 讲习 精选 精讲 精彩 练习 练语 练诵 的 掌
公道 公正 公义 真诚 真道 真正 明白 明道 明智 正道 正义 正常 理性 理智 理道 真 好
公道 公价 公司 实道 实惠 实在 客道 客实 客心 真道 真实 真心 亲民 亲道 亲情 的 道
禅机 禅心 禅意 玄机 玄学 玄法 灵机 灵魂 灵心 佛机 佛意 佛心 心机 心灵 心情 禅 着
禅机 禅师 禅法 禪机 禪機 禪法 佛机 佛法 佛学 袈机 袈裟 袈法 茶机 茶法 茶道 禅 机
韶华 韶光 韶花 光华 光阴 光辉 芳华 芳光 芳華 时华 时光 时间 烟华 烟光 烟阴 华 我
秋波 秋骚 秋毛 春波 春骚 春花 微波 微笑 微信 玉波 玉玉 玉枝 鸡波 鸡毛 鸡情 秋 手
英气 英俊 英劲 雄气 雄毅 雄厚 俊气 俊美 俊朗 秀气 秀俊 秀劲 美气 美丽 美味 气 英
瑕疵 瑕瑕 瑕点 缺陷 缺点 缺洞 漏洞 漏疵 漏缺 问题 问疵 问陷 疵疵 疵点 疵处 bug 疵
圭臬 圭骨 圭[UNK] 良臬 良宝 良品 真臬 真理 真谛 神话 神圣 神经 圣经 圣臬 圣典 圭 臬
底蕴 底地 底韵 气息 气质 气蕴 内涵 内蕴 内容 氛围 氛蕴 氛气 基蕴 基础 基因 味 底
感触 感受 感觉 体会 体验 体悟 理解 理会 理悟 接触 接受 接近 领悟 领会 领略 看 感
梦魇 梦寐 梦噩 噩梦 噩魇 噩噩 幻魇 幻梦 幻觉 睡魇 睡梦 睡眠 夢魇 夢噩 夢梦 梦 魇
国度 国家 国国 地方 地度 地区 度度 度家 度， 世度 世界 世家 印度 印国 印家 国 ，
水师 水匠 水官 江师 江船 江水 船师 船船 船员 河师 河船 河道 师傅 师师 师父 师 过
风骨 风格 风貌 文骨 文化 文风 精骨 精髓 精格 气骨 气魄 气格 血骨 血脉 血统 风 骨
梗概 梗， 梗词 大概 大致 大约 内容 内概 内涵 概概 概念 概要 全文 全部 全概 梗 概
盈余 盈餘 盈馀 亏余 亏损 亏欠 赤余 赤字 赤馀 损余 损失 损益 利余 利益 利润 盈 亏
愉悦 愉快 愉悅 快乐 快悦 快感 幸福 幸悦 幸运 满足 满意 满悦 喜悦 喜欢 喜爱 快 情
惧怕 惧畏 惧恐 恐怕 恐惧 恐怖 畏怕 畏惧 畏畏 害怕 害惧 害畏 怕怕 怕惧 怕恐 惧 怕
好汉 好侠 好人 演员 演星 演戏 警察 警官 警探 老板 老师 老兵 大师 大boss 大侠 绿林好汉 一名好的 红人和小 黑帮的大 黄金的小
在豫 在河 在鲁 豫豫 豫南 豫中 今豫 今河 今鲁 大豫 大河 大济 河南 河豫 河北 豫 河 鲁
呐喊 呐呼 呐吼 呼喊 呼唤 呼叫 吶喊 吶呼 吶吼 喊喊 喊唤 喊叫 吼喊 吼叫 吼呼 喊 呐
招牌 招标 招号 标牌 标志 标语 牌子 牌牌 牌匾 名牌 名字 名片 商牌 商标 商品 牌 招
屋檐 屋顶 屋簷 房檐 房顶 房壁 窗檐 窗棂 窗户 墙壁 墙面 墙檐 楼檐 楼顶 楼台 檐 顶
大雨 大风 大水 倾盆 倾雨 倾水 雨水 雨也 雨， 瓢盆 瓢雨 瓢水 风雨 风也 风水 倾盆大雨 一盆大雨 横盆大雨 翻盆大雨 倒盆大雨
馈赠 馈送 馈给 恩爱 恩情 恩赠 赠物 赠赠 赠送 礼物 礼拜 礼貌 回答 回应 回报 爱 也
秉性 秉度 秉为 禀性 禀命 禀德 使性 使命 使德 旨性 旨命 旨意 质性 质量 质气 秉 [UNK]
心扉 心里 心中 内心 内里 内在 的扉 的心 的肺 身扉 身心 身体 肺扉 肺心 肺腑 心 扉
正房 正屋 正墙 副房 副楼 副屋 反房 反屋 反子 斜房 斜屋 斜楼 侧房 侧屋 侧楼 房 正
正房 正妻 正屋 副房 副妻 副师 反房 反柜 反婆 大房 大三 大姐 小房 小三 小姐 房 正
舷窗 舷门 舷室 窗窗 窗户 窗帘 舱窗 舱门 舱幕 肩窗 肩幕 肩室 船窗 船舱 船头 窗 舷
正月 正年 正季 一月 一年 一、 二月 二二 二季 三月 三二 三季 十月 十一 十二 月 年
菜鸟 菜鸡 菜痴 新鸟 新手 新人 小鸟 小白 小孩 老鸟 老手 老人 厨鸟 厨师 厨手 鸟 菜
爬虫 爬蟲 爬索 搜索 搜虫 搜蛛 虫就 虫， 虫爬 蜘蛛 蜘虫 蜘##ider 网虫 网站 网爬 爬 虫
驴友 驴民 驴员 游友 游客 游人 朋友 朋民 朋客 山友 山民 山人 好友 好者 好客 人 友
酱紫 酱醋 酱的 这样 这么 这个 紫了 紫的 紫紫 挂了 挂的 挂着 u紫 u的 u了 酱 紫
帅锅 帅菜 帅哥 美女 美食 美图 好菜 好车 好运 大锅 大牌 大神 靓锅 靓女 靓妹 锅 人
金币 金钱 金属 东西 东东 东物 铜币 铜的 铜铝 好的 好物 好图 黄金 黄片 黄币 分 人
骚年 骚的 骚了 贱人 贱货 贱年 流氓 流年 流水 大神 大v 大牛 男的 男生 男人 你 我
北鼻 北不 北也 南鼻 南不 南京 东京 东不 东也 小鼻 小不 小孩 西鼻 西哥 西瓜 北 南
他们 他人 他方 外人 外国 外界 歪果 歪们 歪人 别人 别国 别家 同学 同事 同行
?偶 ?我 ?? ？偶 ？我 ？这 谢偶 谢我 谢你 语偶 语我 语你 。偶 。我 。这 偶 我 这
盆友 盆? 盆， 朋友 朋? 朋， 男友 男孩 男人 宝宝 宝友 宝贝 哥友 哥的 哥哥 盆 的
米国 米兰 米军 美国 美军 美联 英国 英军 英兰 该国 该地 该校 法国 法兰 法方 米 国
鬼子 鬼兵 鬼军 敌子 敌人 敌军 日子 日军 日寇 老子 老虎 老鬼 妖子 妖鬼 妖贼 鬼 子
老毛 老? 老马 马毛 马云 马? 陈毛 陈? 陈彪 大毛 大? 大老 小毛 小邓 小? 老 毛
老蒋 老蔣 老邓 大蒋 大宋 大陆 小蒋 小蔣 小宋 新蒋 新蔣 新石 和蒋 和宋 和蔣 蒋 老
大大 大总 大家 我们 我说 我做 中央 中国 中共 总理 总统 总总 [UNK]我 [UNK]他 [UNK]你
男票 男友 男的 朋友 朋票 朋男 女票 女友 女朋 老公 老婆 老爸 哥哥 哥票 哥友 男 票
基友 基朋 基学 朋友 朋学 朋事 兄弟 兄友 兄妹 亲友 亲人 亲戚 友友 友人 友妹 友 基
枫叶 枫国 枫树 叶国 叶子 叶國 国外 国内 国际 红叶 红色 红海 秋叶 秋天 秋冬
国家 国了 国内 足球 足国 足坛 球国 球场 球家 中国 中超 中间 世界 世纪 世球
鼠国 鼠洲 鼠岛 德国 德利 德兰 美国 美洲 美利 英国 英镑 英兰 中国 中间 中华
度娘 度吧 度妈 百度 百科 百家 网站 网友 网易 豆瓣 豆豆 豆荚 搜狐 搜索 搜狗 baidu 我
鹅厂 鹅店 鹅企 天堂 天大 天才 猫厂 猫吧 猫网 鸭厂 鸭鸭 鸭校 飞厂 飞机 飞牛 谁 我
神马 神吗 神啊 啥鬼 啥啊 啥呀 什么 什马 什啊 谁啊 谁呀 谁的 哪个 哪种 哪啊 啥 神
叫兽 叫人 叫鸟 名字 名人 名号 国旗 国家 国歌 天下 天地 天使 朋友 朋弟 朋人 家 狗
砖家 砖头 砖人 大家 大佬 大牛 专家 专人 专辑 商家 商人 商者 学家 学者 学生 家 我
美好 美丽 美妙 冷淡 冷漠 冷静 可怕 可笑 可爱 虚荣 虚淡 虚弱 尊贵 尊严 尊重 的 美
栗子 栗例 栗儿 例子 例证 例说 举子 举例 举栗 实例 实子 实验 案子 案例 案件 例 栗
沙雕 沙塑 沙木 水雕 水泥 水晶 雕塑 雕刻 雕的 木雕 木制 木质 石雕 石制 石刻 新 小
沙雕 沙人 沙子 大人 大神 大龟 女人 女的 女神 天才 天使 天子 土豪 土雕 土鳖 人 沙
獠牙 獠齿 獠口 舌牙 舌头 舌齿 齿牙 齿齿 齿子 龅牙 龅齿 龅口 毒牙 毒舌 毒齿 牙 獠
智多 智星 智羊 慧星 慧多 慧羊 多星 多羊 多智 聪星 聪多 聪慧 大星 大羊 大牛
观点 观察 观念 颜色 颜值 颜， 风格 风景 风情 外观 外形 外型 设计 设备 设置 图 观
抉择 抉选 抉策 选择 选项 选。 决择 决定 决策 结果 结择 结论 策择 策略 策策 抉 选
肃静 肃定 肃靜 静止 静静 静音 冷静 冷定 冷醒 平静 平稳 平衡 安静 安全 安定 静 的
困窘 困难 困尬 窘迫 窘境 窘窘 艰窘 艰难 艰苦 危窘 危难 危机 贫窘 贫困 贫穷 困 窘
困窘 困难 困境 艰难 艰窘 艰苦 窘迫 窘难 窘境 贫困 贫穷 贫乏 苦难 苦逼 苦窘 困 窘
倭瓜 倭子 倭葫 冬瓜 冬笋 冬菜 南瓜 南果 南葫 西瓜 西柚 西柿 藕瓜 藕藕 藕子 瓜 芦
柑橘 柑桔 柑柑 橘子 橘类 橘皮 柠檬 柠橘 柠桔 苹果 苹橘 苹树 香蕉 香槟 香草 柑 橘
盗贼 盗盗 盗匪 窃贼 窃者 窃主 警察 警匪 警贼 贼们 贼贼 贼他 匪贼 匪匪 匪子 贼 他
耗子 耗人 耗儿 孩子 孩儿 孩童 老子 老人 老鼠 狮子 狮猫 狮狮 逝子 逝者 逝人 的 ，
噩耗 噩息 噩消 消耗 消息 消消 福耗 福息 福讯 灾耗 灾息 灾讯 鬼耗 鬼息 鬼消 噩 耗
脂肪 脂质 脂肉 体肪 体脂 体内 热量 热能 热肪 油脂 油肪 油类 肥肪 肥胖 肥肉 脂 肪
狂喜 狂欢 狂笑 惊喜 惊讶 惊艳 疯喜 疯狂 疯癫 喜悦 喜欢 喜喜 欢喜 欢笑 欢乐 喜 狂
衣裳 衣服 衣裙 服裳 服装 服饰 袍裳 袍服 袍袍 婚裳 婚服 婚袍 身裳 身衣 身裙 裳 衣
极品 极者 极佳 绝品 绝作 绝佳 精品 精美 精神 最品 最佳 最高 極品 極作 極者 极 品
嚣张 嚣扈 嚣張 跋扈 跋张 跋彪 猖张 猖扈 猖狂 张扈 张扬 张嚣 撒张 撒谎 撒扈 嚣张跋扈 囂张跋扈 猖张跋扈 霸张跋扈 张张跋扈
刚毅 刚强 刚健 坚毅 坚韧 坚强 硬朗 硬汉 硬毅 强毅 强壮 强大 剛毅 剛韧 剛强 毅 爱
荒蛮 荒昧 荒谬 野蛮 野兽 野蠻 蛮蛮 蛮人 蛮野 农蛮 农村 农业 牧蛮 牧昧 牧牧 蛮 荒
渴盼 渴望 渴求 盼望 盼盼 盼待 期盼 期待 期望 希望 希盼 希冀 欲望 欲盼 欲求 盼 渴
鄙人 鄙? 鄙我 ?人 ?我 ?? 本人 本? 本本 愚人 愚? 愚我 我人 我们 我? 人 ?
?俺 ?咱 ?我 呵俺 呵咱 呵我 。俺 。咱 。我 谢俺 谢咱 谢您 ？俺 ？咱 ？我 俺 咱 我
端庄 端莊 端貌 高庄 高雅 高贵 纤庄 纤细 纤微 严庄 严谨 严肃 雅庄 雅致 雅典 庄 美
接济 接濟 接助 连济 连接 连助 承济 承接 承助 帮济 帮助 帮扶 扶济 扶助 扶植 济 ，
桎梏 桎束 桎缚 枷梏 枷锁 枷缚 羁绊 羁梏 羁缚 束缚 束梏 束束 缚梏 缚缚 缚束 梏 桎
脊背 脊椎 脊柱 肩背 肩膀 肩胛 胸背 胸部 胸膛 颈背 颈椎 颈部 驼背 驼椎 驼腰 背 脊
搜索 搜寻 搜集 检索 检查 检测 查询 查找 查看 管理 管索 管辑 分析 分类 分享 类 库
测绘 测画 测繪 绘图 绘制 绘画 測绘 測繪 測测 图绘 图的 图， 观绘 观测 观察 的 绘
美誉 美称 美譽 誉号 誉名 誉称 称誉 称号 称谓 名誉 名称 名号 香誉 香称 香名 誉 称
震撼 震慑 震惊 惊撼 惊吓 惊叹 撼撼 撼震 撼惊 振撼 振惊 振慑 压撼 压惊 压慑 撼 震
杰作 杰品 杰集 傑作 傑品 傑篇 佳作 佳品 佳集 作品 作作 作诗 诗作 诗集 诗篇 作 诗
